Date,Location,Temperature,Humidity,Wind Speed,Precipitation,Cloud Cover,Pressure,Rain Tomorrow
2024-01-01,Jacksonville,44.85682986360148,53.96174564763945,16.312424125395456,0.0,41.567761483745585,1030.6838597871993,0
2024-01-02,Jacksonville,45.33363088388152,77.83195052396125,19.85594587879545,0.4491281910950742,70.7721387019504,1000.6554749697016,1
2024-01-03,Jacksonville,67.95714183780822,23.61269950353109,15.820240056786648,1.2296835404535134,41.4341727624751,994.3871040755048,0
2024-01-04,Jacksonville,90.54192706604913,83.5990375027572,15.75708504102311,0.1814923102738813,95.9997409936618,990.5249549145288,0
2024-01-05,Jacksonville,85.3492593108944,50.11924479769569,29.63532840663714,0.6409730608657439,55.51989894317913,977.5147930917371,0
2024-01-06,Jacksonville,76.99708716451556,79.26647563941683,28.974056662902637,0.0592436800544355,78.92649473256442,993.3446559273632,0
2024-01-07,Jacksonville,43.2619289683124,27.74289013890688,14.341051930964316,0.7059101825913283,75.4504462052874,973.5569425709864,0
2024-01-08,Jacksonville,58.40317861272794,75.2073541806996,1.2640264608551344,0.92159416083595,81.45997550522294,1004.4118714145228,1
2024-01-09,Jacksonville,33.67588483507867,34.92242769869417,27.024623333654365,1.4668151232086253,12.425666606721922,1034.5177561593032,0
2024-01-10,Jacksonville,89.91041653559154,66.31786509684923,14.235119503655392,0.6043108106526577,17.01008768677876,1027.470099509053,1
2024-01-11,Jacksonville,92.97768233936588,25.31116411854441,11.301321712678329,2.3657291244039285,42.36881140341932,990.2564181952356,0
2024-01-12,Jacksonville,31.5111199018847,27.60979029515444,14.692429477227872,0.0,94.59756095013176,989.3240402557234,0
2024-01-13,Jacksonville,52.130752849065374,47.72666054643259,5.37796463454388,0.0,33.69643981052671,974.814418248444,0
2024-01-14,Jacksonville,36.78151241658126,86.25827914629602,20.195482008456107,0.0,47.44728390245358,1008.2777083679103,0
2024-01-15,Jacksonville,68.80679419207601,43.46665215009211,8.657034434903158,0.4448247048345145,61.54985772374068,1007.1120817515464,0
2024-01-16,Jacksonville,43.25037303698139,67.33766317392639,1.7484051473946038,1.3455462484884828,61.72642916750774,976.1693729293838,1
2024-01-17,Jacksonville,47.45056150819792,87.40335749011705,14.73492847857086,0.2079938010519731,59.11222740993879,1006.5407564266152,0
2024-01-18,Jacksonville,45.6840417106164,41.637942373156456,10.731859831810976,0.7447269667818008,26.098202850196422,1004.2454964523688,0
2024-01-19,Jacksonville,99.96455798731044,28.28754033563667,3.739303973278296,0.0,26.162366340422004,1037.7637338333368,0
2024-01-20,Jacksonville,69.42793137877875,20.58700546209529,21.197669891945488,0.0,34.39005105436567,993.0023362212714,0
2024-01-21,Jacksonville,53.0438777460569,91.73838421762684,13.0483796872728,0.0,41.35813091219583,1034.9672596002513,0
2024-01-22,Jacksonville,53.11849206930585,50.868310320126895,17.581810812366317,0.0849938100647555,55.84831431860758,978.5421722702584,0
2024-01-23,Jacksonville,91.08785179513409,73.03160831522086,24.170897272174575,0.0,90.08086533103692,1024.4973134165475,0
2024-01-24,Jacksonville,83.62119524834077,91.15484275535722,22.125197794903684,0.029759100910435,63.67939554815942,1039.9319037446885,0
2024-01-25,Jacksonville,56.56232540054019,38.02351423448297,17.069606230786174,0.0,11.61038097895424,1024.1026212308484,0
2024-01-26,Jacksonville,86.0465305267029,22.463716638139275,12.60069275341538,0.2089894500376759,40.18414531864265,977.2821012635892,0
2024-01-27,Jacksonville,83.80639046594041,47.10688448048429,27.369890183539965,0.730495848775798,77.34384319299478,980.0767245576212,0
2024-01-28,Jacksonville,53.6237461722534,55.45798803683296,4.053178826191854,0.0,99.13676348303774,1028.5391026168577,0
2024-01-29,Jacksonville,70.86353045221577,54.39196114023013,11.128824938060944,0.8728156715582283,77.73667329249596,1003.9246806550972,0
2024-01-30,Jacksonville,68.47856793863863,82.50817354953128,15.236761305596138,0.0,60.177341957726306,977.7202232640368,0
2024-01-31,Jacksonville,68.86448701593869,60.42635299430589,9.84711163842492,0.3442011152664958,41.89888657810987,1026.916237324213,1
2024-02-01,Jacksonville,48.839913540172915,75.02723634282052,20.43118434479508,0.9280249027019908,95.9225775130777,1002.8701875993836,1
2024-02-02,Jacksonville,71.76294134690269,38.16484717495922,14.436801477790258,0.0,79.6590922228121,1024.1523783915725,0
2024-02-03,Jacksonville,63.07900706894996,97.473540571811,9.375657948028826,0.3016610118294497,87.07348997545083,1021.375724052812,1
2024-02-04,Jacksonville,47.32149416742682,78.3585459950955,28.47470001043169,0.0,14.52904256941058,1011.5783460988188,0
2024-02-05,Jacksonville,38.54196153709619,35.163590233992004,29.644867957485065,0.0,75.3777788342978,1021.2881364847536,0
2024-02-06,Jacksonville,68.88973842636108,93.05243480343402,19.134482439799186,0.0,49.6999483869015,994.6342159329,0
2024-02-07,Jacksonville,84.41109178154088,55.26710914812906,27.080076642514236,0.366449927713678,95.18433235301626,974.63031125038,0
2024-02-08,Jacksonville,85.49993500940286,54.48858110819411,27.9740222480994,0.2048309279275502,12.53639724428974,1024.3821268133738,0
2024-02-09,Jacksonville,63.23079344532238,88.80511139111883,24.31572803656968,0.2766414111591518,68.06365465016302,978.620873727379,0
2024-02-10,Jacksonville,48.02957793545213,94.7797803421501,3.638033687632766,0.1297863956168425,87.02973425741041,1000.2200168512952,0
2024-02-11,Jacksonville,60.21614809305025,38.87542231696041,21.102969549334365,0.0,65.6180364746414,1016.5810645759774,0
